outer_fold,candidate_index,parameters_json,inner_fold,rmsle
4,6,"{""l2_regularization"":5.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",mean,0.104051775585
4,7,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",0,0.0839741053361
4,7,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",1,0.0863284569879
4,7,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",2,0.086304112025
4,7,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",mean,0.0855355581163
4,8,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",0,0.0873198164649
4,8,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",1,0.0880137425922
4,8,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",2,0.0887676571892
4,8,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",mean,0.0880337387488
4,9,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",0,0.0996156573082
4,9,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",1,0.10567521894
4,9,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",2,0.107031793821
4,9,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",mean,0.10410755669
4,10,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",0,0.0830425626992
4,10,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",1,0.0871458992888
4,10,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",2,0.0872061957849
4,10,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",mean,0.0857982192576
4,11,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",0,0.0848380519815
4,11,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",1,0.0879036650303
4,11,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",2,0.0853407438437
4,11,"{""l2_regularization"":5.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",mean,0.0860274869518
4,12,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",0,0.0883735625702
4,12,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",1,0.0899391157683
4,12,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",2,0.0903997140823
4,12,"{""l2_regularization"":5.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":50,""random_state"":20240920}",mean,0.0895707974736
4,13,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",0,0.0942143188552
4,13,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",1,0.0924664558102
4,13,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",2,0.0944705286197
4,13,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":50,""random_state"":20240920}",mean,0.093717101095
4,14,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",0,0.100278343649
4,14,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",1,0.103973990318
4,14,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",2,0.107616844719
4,14,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",mean,0.103956392895
4,15,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",0,0.0865775279754
4,15,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",1,0.0868203780255
4,15,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",2,0.0904051346305
4,15,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",mean,0.0879343468771
4,16,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",0,0.0849238648221
4,16,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",1,0.0875531581405
4,16,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",2,0.087617176795
4,16,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":500,""max_leaf_nodes"":15,""min_samples_leaf"":20,""random_state"":20240920}",mean,0.0866980665859
4,17,"{""l2_regularization"":1.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",0,0.0861140105767
4,17,"{""l2_regularization"":1.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",1,0.0874880878534
4,17,"{""l2_regularization"":1.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",2,0.0886778246112
4,17,"{""l2_regularization"":1.0,""learning_rate"":0.06,""max_iter"":500,""max_leaf_nodes"":31,""min_samples_leaf"":20,""random_state"":20240920}",mean,0.0874266410137
