q5_region_id,candidate_n,candidate_fold_count,heldout_pareto_fold_support,required_fold_support,region_fold_support_pass
材料3|梯形波|50|fq3|bq3,14,3,0,3,False
材料3|梯形波|70|fq0|bq1,2,1,0,3,False
材料3|梯形波|70|fq0|bq2,20,4,0,3,False
材料3|梯形波|70|fq0|bq3,35,5,0,3,False
材料3|梯形波|70|fq1|bq1,15,4,0,3,False
材料3|梯形波|70|fq1|bq2,14,4,0,3,False
材料3|梯形波|70|fq1|bq3,27,4,0,3,False
材料3|梯形波|70|fq2|bq0,8,3,0,3,False
材料3|梯形波|70|fq2|bq1,12,3,0,3,False
材料3|梯形波|70|fq2|bq2,13,2,0,3,False
材料3|梯形波|70|fq2|bq3,17,5,0,3,False
材料3|梯形波|70|fq3|bq0,34,5,2,3,False
材料3|梯形波|70|fq3|bq1,32,5,1,3,False
材料3|梯形波|70|fq3|bq2,29,4,2,3,False
材料3|梯形波|70|fq3|bq3,14,2,0,3,False
材料3|梯形波|90|fq0|bq1,4,3,0,3,False
材料3|梯形波|90|fq0|bq2,23,5,0,3,False
材料3|梯形波|90|fq0|bq3,36,5,0,3,False
材料3|梯形波|90|fq1|bq1,10,3,0,3,False
材料3|梯形波|90|fq1|bq2,17,4,0,3,False
材料3|梯形波|90|fq1|bq3,25,4,0,3,False
材料3|梯形波|90|fq2|bq0,11,3,0,3,False
材料3|梯形波|90|fq2|bq1,16,2,0,3,False
材料3|梯形波|90|fq2|bq2,14,3,0,3,False
材料3|梯形波|90|fq2|bq3,16,4,0,3,False
